식품명,칼로리,탄수화물,단백질,지방,섭취량
오징어튀김,175,7.79,17.94,7.48,100g
오코노미야끼,1292,150.73,50.78,52.74,590g
오코노미야끼,N/A,N/A,N/A,N/A,N/A
오트밀,173,30.16,7.21,2.84,278g
오트밀,N/A,N/A,N/A,N/A,N/A
오트밀,N/A,N/A,N/A,N/A,N/A
옥수수스프,86,19.02,3.22,1.18,100g
옥수수스프,N/A,N/A,N/A,N/A,N/A
옥수수스프,N/A,N/A,N/A,N/A,N/A
와사비,15,2.00,0.00,0.00,1 tsp
와사비,10,1.00,0.00,1.00,1 tsp
와사비,70,2.00,0.00,7.00,1 tbsp
와인,85,2.61,0.07,0.00,100g
와인,83,2.60,0.07,0.00,100g
와인,84,2.60,0.07,0.00,100g
와플,310,48.84,7.30,9.55,100g
와플,291,32.90,7.90,14.10,100g
와플,220,26.00,3.00,11.00,1 waffle
완탕,140,35.00,0.00,0.00,1 scoop
완탕,70,18.00,0.00,0.00,1.5 tbsp
완탕,N/A,N/A,N/A,N/A,N/A
왕만두,234,14.71,13.65,13.42,586g
왕만두,3856,228.54,272.71,198.92,2553g
왕만두,1039,85.49,85.59,38.98,953g
요구르트,63,7.04,5.25,1.55,100g
요구르트,80,15.00,5.00,0.00,6 oz
요구르트,N/A,N/A,N/A,N/A,N/A
우동,310,63.00,7.00,3.00,1 pack
우동,410,92.00,9.00,1.00,1 bowl
우동,450,83.00,20.00,1.10,1 serving
우유,60,4.52,3.22,3.25,100g
우유,50,4.68,3.30,1.97,100g
우유,42,4.99,3.37,0.97,100g
유과,90,23.00,0.00,0.00,3 bars
유과,100,24.00,0.00,0.00,1 serving
유과,170,44.00,0.00,0.00,1 pouch
유자,100,0.00,0.00,0.00,1 serving
유자,50,13.00,0.00,0.00,1 tbsp
유자,30,8.00,0.00,0.00,1 tbsp
육포,90,0.00,16.00,2.00,1 oz
육포,80,0.00,16.00,2.00,1 oz
육포,80,1.00,15.00,2.50,1 oz
육회,146,0.00,21.62,5.93,100g
육회,108,0.00,23.38,0.95,100g
육회,146,0.00,23.14,5.24,100g
육회비빔밥,580,89.00,15.00,18.00,1 package
육회비빔밥,600,101.00,16.00,14.00,1 container
육회비빔밥,N/A,N/A,N/A,N/A,N/A
은행,537,36.00,44.00,25.00,1 serving
은행,385,33.00,25.00,18.00,1 serving
은행,301,0.00,25.95,20.98,101g
인삼,90,16.00,1.00,3.00,1 package
인삼,N/A,N/A,N/A,N/A,N/A
인삼,10,2.00,0.00,0.00,1 bag
자두,130,22.00,8.00,2.00,1 pouch
자두,160,28.00,5.00,2.50,1 pouch
자두,535,47.00,48.00,14.00,1 serving
자몽,32,8.08,0.63,0.10,100g
자몽,58,15.02,0.70,0.20,100g
자몽,42,10.66,0.77,0.14,100g
자몽주스,38,8.96,0.52,0.10,100g
자몽주스,N/A,N/A,N/A,N/A,N/A
자몽주스,39,9.20,0.50,0.10,100g
잡곡식빵,251,46.40,10.00,3.80,100g
잡곡식빵,130,20.00,5.00,3.00,1 slice
잡곡식빵,70,14.00,3.00,0.50,1 slice
잡채,1015,46.02,83.38,56.42,832g
잡채,414,20.93,42.98,17.78,470g
잡채,N/A,N/A,N/A,N/A,N/A
잣,200,6.00,5.00,17.00,3 tbsp
잣,180,5.00,3.00,17.00,3 tbsp
잣,673,13.08,13.69,68.37,100g
장어구이,2733,56.13,204.36,182.38,973g
장어구이,289,0.00,28.95,18.30,100g
장어구이,233,0.00,23.34,14.76,100g
장어덮밥,2840,153.35,235.97,144.22,1834g
장어덮밥,2488,167.31,208.13,113.77,1834g
장어덮밥,1198,87.14,87.73,58.53,981g
장어초밥,90,11.00,4.00,3.00,1 piece
장어초밥,203,27.00,8.10,5.50,1 serving
장어초밥,435,66.00,14.00,12.00,1 package
적양배추,31,7.37,1.43,0.16,100g
적양배추,76,10.50,2.27,3.84,156g
적양배추,29,6.94,1.51,0.09,101g
전복,1448,72.12,194.09,36.35,972g
전복,210,12.02,34.21,1.52,101g
전복,189,11.05,19.63,6.78,100g
절임배추,30,5.67,1.60,0.10,100g
절임배추,6150,1511.46,23.22,3.26,4073g
절임배추,15,3.00,0.00,0.00,1 oz
젤리,266,69.95,0.15,0.02,100g
젤리,50,13.00,0.00,0.00,1 tbsp
젤리,50,13.00,0.00,0.00,1 tbsp
조미김,15,3.00,0.00,0.00,2 tsp
조미김,10,2.00,0.00,0.00,1 tsp
조미김,332,72.71,16.80,0.76,100g
족발,210,44.00,5.00,2.00,2 oz
족발,N/A,N/A,N/A,N/A,N/A
족발,220,43.00,6.00,2.50,2 oz
주먹밥,150,19.00,3.00,7.00,2 balls
주먹밥,389,40.00,6.00,23.00,5 pieces
주먹밥,1805,111.19,122.60,94.22,898g
주스,45,10.40,0.70,0.20,100g
주스,96,22.72,0.96,0.26,200g
주스,53,12.93,0.34,0.10,100g
죽,N/A,N/A,N/A,N/A,N/A
죽,135,27.00,4.00,1.20,1 serving
죽,250,52.00,5.00,2.50,1 container
짜장면,580,88.00,13.00,19.00,1 container
짬뽕,N/A,N/A,N/A,N/A,N/A
짬뽕,570,89.00,9.00,20.00,1 bag
짬뽕,5260,46.00,430.00,357.00,1 serving
쨈빵,320,55.00,7.00,8.00,1 serving
쨈빵,300,32.00,9.00,16.00,1 sandwich
쨈빵,260,66.63,0.54,0.14,100g
쪽갈비구이,239,0.00,27.30,13.60,101g
쪽갈비구이,312,29.95,9.85,16.96,89g
쪽갈비구이,197,0.00,29.80,7.78,101g
쭈꾸미볶음,157,0.00,27.11,4.63,102g
쭈꾸미볶음,316,42.60,3.00,16.10,100g
쭈꾸미볶음,316,43.38,1.71,17.40,142g
찐빵,403,44.30,6.40,22.80,100g
찐빵,150,16.00,11.00,4.00,1 doughnut
찐빵,195,24.00,13.00,5.50,1 doughnut
참깨,567,26.04,16.96,48.00,100g
참깨,884,0.00,0.00,100.00,100g
참깨,631,11.73,20.45,61.21,100g
참외,34,8.16,0.84,0.19,100g
참외,36,9.09,0.54,0.14,100g
참외,60,15.00,1.00,0.00,1 container
참치샌드위치,116,0.00,25.51,0.82,100g
참치샌드위치,N/A,N/A,N/A,N/A,N/A
참치샌드위치,70,0.00,17.00,0.50,1 pouch
참치통조림,N/A,N/A,N/A,N/A,N/A
참치통조림,100,0.00,23.00,0.50,1 can
참치통조림,198,0.00,29.13,8.21,100g
참치회,116,0.00,25.51,0.82,100g
참치회,N/A,N/A,N/A,N/A,N/A
참치회,70,0.00,17.00,0.50,1 pouch
찹쌀떡,237,51.44,4.93,0.46,100g
찹쌀떡,1931,390.50,81.17,3.53,1038g
찹쌀떡,6397,890.51,70.82,302.84,1956g
채소주스,N/A,N/A,N/A,N/A,N/A
채소주스,28,5.77,1.42,0.23,95g
채소주스,29,7.47,0.04,0.01,100g
채소죽,3272,352.70,103.04,165.98,2252g
채소죽,20,4.55,0.94,0.19,100g
채소죽,402,94.43,7.39,1.74,1087g
천도복숭아,39,9.54,0.91,0.25,100g
천도복숭아,57,14.00,1.00,0.00,1 peach
천도복숭아,60,16.00,0.00,0.00,1 cup
청포도,69,18.10,0.72,0.16,100g
청포도,69,18.10,0.72,0.16,100g
청포도,N/A,N/A,N/A,N/A,N/A
체다치즈,403,1.28,24.90,33.14,100g
체다치즈,N/A,N/A,N/A,N/A,N/A
체다치즈,N/A,N/A,N/A,N/A,N/A
체리,63,16.01,1.06,0.20,100g
체리,63,16.01,1.06,0.20,100g
체리,165,41.97,0.22,0.21,100g
초밥,1924,402.26,57.85,5.65,1345g
초밥,N/A,N/A,N/A,N/A,N/A
초밥,360,62.00,12.00,4.50,8 pieces
초코머핀,70,6.00,1.00,4.50,2 pieces
초코머핀,130,16.00,2.00,8.00,2 pieces
초코머핀,210,26.00,3.00,13.00,1 bar
초코바,70,6.00,1.00,4.50,2 pieces
초코바,130,16.00,2.00,8.00,2 pieces
초코바,210,26.00,3.00,13.00,1 bar
초코아이스크림,216,28.20,3.80,11.00,100g
초코아이스크림,N/A,N/A,N/A,N/A,N/A
초코아이스크림,N/A,N/A,N/A,N/A,N/A
초코우유,63,10.44,3.24,1.00,100g
초코우유,83,10.34,3.17,3.39,100g
초코우유,76,11.55,3.08,2.10,100g
초코케이크,70,6.00,1.00,4.50,2 pieces
초코케이크,130,16.00,2.00,8.00,2 pieces
초코케이크,210,26.00,3.00,13.00,1 bar
초코쿠키,70,6.00,1.00,4.50,2 pieces
초코쿠키,130,16.00,2.00,8.00,2 pieces
초코쿠키,210,26.00,3.00,13.00,1 bar
초콜릿,70,6.00,1.00,4.50,2 pieces
초콜릿,130,16.00,2.00,8.00,2 pieces
초콜릿,210,26.00,3.00,13.00,1 bar
춘권,1153,137.09,36.59,52.29,1179g
춘권,1190,131.90,46.69,52.99,1142g
춘권,1406,131.90,71.97,65.02,1212g
츄러스,60,15.00,0.00,0.00,8 pieces
츄러스,365,8.22,17.25,30.00,1 serving
츄러스,N/A,N/A,N/A,N/A,N/A
치즈,403,1.28,24.90,33.14,100g
치즈,N/A,N/A,N/A,N/A,N/A
치즈,337,6.94,18.94,26.05,100g
치즈볼,140,15.00,2.00,8.00,48 balls
치즈볼,150,17.00,1.00,9.00,35 balls
치즈볼,150,14.00,2.00,9.00,32 balls
치즈빵,403,1.28,24.90,33.14,100g
치즈빵,N/A,N/A,N/A,N/A,N/A
치즈빵,337,6.94,18.94,26.05,100g
치즈스틱,80,0.00,5.00,7.00,1 stick
치즈스틱,45,0.00,5.00,2.50,1 piece
치즈스틱,80,1.00,7.00,5.00,1 stick
치즈피자,276,30.33,12.33,11.74,100g
치즈피자,281,29.45,12.50,12.53,100g
치즈피자,264,32.58,11.91,9.51,100g
치커리,3,0.61,0.19,0.00,157g
치커리,17,3.40,1.25,0.24,90g
치커리,38,9.00,0.00,0.00,1 serving
치킨,197,0.00,29.80,7.79,101g
치킨,110,0.00,23.00,2.50,4 oz
치킨,247,0.00,25.06,15.49,101g
치킨너겟,197,0.00,29.80,7.79,101g
치킨너겟,110,0.00,23.00,2.50,4 oz
치킨너겟,247,0.00,25.06,15.49,101g
치킨스테이크,130,0.00,24.00,1.50,4 oz
치킨스테이크,150,10.00,7.00,8.00,1 serving
치킨스테이크,40,1.00,8.00,0.50,1.5 oz
치킨카레,1206,46.11,111.58,64.89,973g
치킨카레,190,4.00,33.00,7.00,1 cup
치킨카레,530,48.00,36.00,22.00,1 entree
칠리소스,20,5.00,0.00,0.00,1 tbsp
칠리소스,35,8.00,0.00,0.00,2 tbsp
칠리소스,20,4.00,0.00,0.00,1 tbsp
카나페,250,15.00,0.00,0.00,1 serving
카나페,350,44.00,0.00,0.00,1 serving
카나페,230,7.00,0.00,0.00,1 serving
카라멜,130,24.00,1.00,2.50,4 pieces
카라멜,285,72.81,0.18,1.90,100g
카라멜,80,20.00,0.00,0.00,2 tbsp
카레라이스,200,38.00,2.00,4.00,1 cup
카레라이스,N/A,N/A,N/A,N/A,N/A
카레라이스,1206,46.11,111.58,64.89,973g
카레소스,70,2.00,11.00,2.00,2 oz
카레소스,N/A,N/A,N/A,N/A,N/A
카레소스,N/A,N/A,N/A,N/A,N/A
카카오닙스,20,2.00,0.00,1.50,1 tsp
카카오닙스,90,4.00,2.00,7.00,2 tbsp
카카오닙스,70,7.00,1.00,6.00,1 tbsp
카페라떼,110,10.06,7.17,4.48,332g
카페라떼,190,19.00,13.00,7.00,1 serving
카페라떼,160,5.00,30.00,3.00,1 shake
카페모카휘핑크림,139,22.19,4.06,3.99,257g
카페모카휘핑크림,208,25.68,8.33,8.45,101g
카페모카휘핑크림,208,25.68,8.33,8.45,101g
카푸치노,56,4.37,3.07,3.00,181g
카푸치노,140,14.00,9.00,5.00,1 serving
카푸치노,100,10.00,7.00,4.00,1 serving
카프레제샐러드,280,10.00,19.00,20.00,1 serving
카프레제샐러드,190,6.00,10.00,15.00,1 cup
카프레제샐러드,N/A,N/A,N/A,N/A,N/A
캐러멜마끼아또,417,72.95,5.30,13.06,100g
캐러멜마끼아또,382,77.00,4.60,8.10,100g
캐러멜마끼아또,423,71.70,4.50,16.10,100g
캐슈넛,150,15.00,2.00,10.00,13 chips
캐슈넛,70,0.00,3.00,6.00,1 slice
캐슈넛,100,0.00,4.00,9.00,1 slice
캘리포니아롤,3109,598.17,130.50,11.51,2465g
캘리포니아롤,220,34.00,6.00,11.00,8 pieces
캘리포니아롤,N/A,N/A,N/A,N/A,N/A
커스터드크림,596,68.04,31.80,21.95,627g
커스터드크림,120,19.00,6.00,2.50,4 oz
커스터드크림,120,21.00,3.00,3.00,1 cup
커피,1,0.04,0.12,0.02,100g
커피,1,0.00,0.12,0.02,100g
커피,25,2.77,0.37,1.40,168g
컵라면,290,41.00,7.00,11.00,1 cup
컵라면,453,65.50,9.30,17.10,100g
컵라면,300,38.00,7.00,13.00,1 cup
케이크,373,58.80,3.50,14.50,100g
케이크,367,54.60,4.10,16.40,100g
케이크,5074,858.83,36.09,176.06,1332g
케일,50,10.01,3.30,0.70,100g
케일,69,7.41,2.48,4.23,135g
케일,N/A,N/A,N/A,N/A,N/A
케첩,97,25.08,1.74,0.38,100g
케첩,20,5.00,0.00,0.00,1 tbsp
케첩,N/A,N/A,N/A,N/A,N/A
코코아,229,54.30,19.60,13.70,100g
코코아,160,34.00,1.00,2.50,1 envelope
코코아,10,3.00,1.00,0.50,1 tbsp
콜라비,0,0.00,0.00,0.00,1 tbsp
콜라비,120,0.00,0.00,14.00,1 tbsp
콜라비,120,0.00,0.00,14.00,1 tbsp
콤비네이션피자,244,26.34,10.81,10.58,100g
콤비네이션피자,244,25.38,11.02,10.90,100g
콤비네이션피자,256,27.42,10.16,11.68,100g
콩국수,180,43.00,0.00,0.00,1 serving
콩국수,620,114.00,18.00,10.00,1 package
콩국수,221,42.66,10.85,0.99,225g
콩나물,30,5.94,3.04,0.18,100g
콩나물,85,5.76,5.25,5.85,114g
콩나물,85,5.76,5.25,5.85,114g
콩샐러드,170,25.00,8.00,4.50,1 cup
콩샐러드,N/A,N/A,N/A,N/A,N/A
콩샐러드,N/A,N/A,N/A,N/A,N/A
쿠키,458,59.10,3.50,24.30,100g
쿠키,110,17.00,1.00,5.00,1 cookie
쿠키,150,20.00,1.00,7.00,1 cookie
퀘사디아,120,0.00,0.00,14.00,1 tbsp
퀘사디아,N/A,N/A,N/A,N/A,N/A
퀘사디아,70,16.00,1.00,0.00,1 can
크래커,502,61.00,7.40,25.30,100g
크래커,90,11.00,2.00,4.00,4 crackers
크래커,428,70.91,9.22,11.35,100g
크랜베리,90,23.00,0.00,1.00,1 oz
크랜베리,46,12.20,0.39,0.13,100g
크랜베리,151,38.90,0.20,0.15,100g
크레페,779,75.37,30.48,38.55,348g
크레페,2349,339.09,58.60,88.86,1277g
크레페,2348,339.03,58.57,88.94,1276g
크로와상,406,45.80,8.20,21.00,100g
크로와상,300,30.00,6.00,17.00,1 croissant
크로와상,N/A,N/A,N/A,N/A,N/A
크림치즈,349,2.66,7.55,34.87,100g
크림치즈,100,1.00,2.00,10.00,1 oz
크림치즈,80,2.00,2.00,7.00,2 tbsp
크림파스타,N/A,N/A,N/A,N/A,N/A
크림파스타,300,42.00,9.00,11.00,1 tray
크림파스타,818,153.32,28.59,8.74,748g
키위,61,14.66,1.14,0.52,100g
키위,90,22.00,2.00,0.00,2 kiwi
키위,100,26.00,2.00,0.00,2 kiwifruit
타코야키,1489,151.25,71.89,64.32,851g
타코야키,N/A,N/A,N/A,N/A,N/A
타코야키,100,17.00,5.00,1.00,3 pieces
탄산음료,38,9.32,0.22,0.07,100g
탄산음료,30,6.96,0.41,0.09,100g
탄산음료,33,7.99,0.30,0.08,100g
토마토,18,3.92,0.88,0.20,100g
토마토,35,2.00,1.00,1.00,1 medium
토마토,18,3.92,0.88,0.20,100g
토마토샐러드,655,36.89,2.83,55.00,556g
토마토샐러드,8,3.00,1.00,1.00,1 serving
토마토샐러드,70,6.00,1.00,4.00,1 serving
토마토주스,17,4.24,0.76,0.05,100g
토마토주스,50,10.00,2.00,0.00,1 serving
토마토주스,30,7.00,1.00,0.00,1 can
토마토파스타소스,50,7.10,2.30,1.40,100g
토마토파스타소스,110,0.00,0.00,12.00,1 tbsp
토마토파스타소스,0,0.00,0.00,0.00,1 can
토스트,293,54.40,9.00,4.00,100g
토스트,282,51.32,9.95,4.42,100g
토스트,293,54.40,9.00,4.00,100g
통닭,250,0.00,21.00,17.00,4 oz
통닭,240,0.00,21.00,17.00,4 oz
통닭,1360,0.00,80.00,80.00,1 serving
통밀빵,259,47.14,9.13,4.11,100g
통밀빵,60,9.00,4.00,1.00,1 slice
통밀빵,110,20.00,5.00,1.00,1 slice
티라미수,3944,340.15,66.47,253.62,1393g
티라미수,330,36.00,4.00,19.00,4 oz
티라미수,210,27.00,2.00,11.00,1 serving
파니니,480,56.00,36.00,14.00,1 sandwich
파니니,650,52.00,31.00,35.00,1 serving
파니니,490,36.00,33.00,22.00,1 panini
파닭,520,26.00,35.00,31.00,1 meal
파닭,230,10.00,16.00,13.00,5 oz
파닭,141,13.00,14.00,3.00,1 cup
파스타,158,30.86,5.80,0.93,101g
파스타,158,30.86,5.80,0.93,101g
파스타,158,30.86,5.80,0.93,101g
파슬리,36,6.33,2.97,0.79,100g
파슬리,36,6.33,2.97,0.79,100g
파슬리,276,51.66,22.42,4.43,100g
파인애플,48,12.63,0.54,0.12,100g
파인애플,78,20.30,0.80,0.20,1 cup
파인애플,48,12.63,0.54,0.12,100g
파전,319,47.50,15.40,8.90,1 pancake
파전,107,11.00,0.00,0.00,1 serving
파전,103,11.00,0.00,0.00,1 serving
파파야,39,9.81,0.61,0.14,100g
파파야,39,9.81,0.61,0.14,100g
파파야,90,23.00,0.30,0.00,1 oz
파프리카,289,55.74,14.76,12.95,100g
파프리카,N/A,N/A,N/A,N/A,N/A
파프리카,470,40.00,55.00,10.00,1 serving
파프리카노랑,289,55.74,14.76,12.95,100g
파프리카노랑,N/A,N/A,N/A,N/A,N/A
파프리카노랑,N/A,N/A,N/A,N/A,N/A
파프리카빨강,289,55.74,14.76,12.95,100g
파프리카빨강,50,12.18,1.00,0.30,100g
파프리카빨강,4446,564.90,81.00,210.28,1204g
팝콘,N/A,N/A,N/A,N/A,N/A
팝콘,500,57.20,9.00,28.10,100g
팝콘,387,77.78,12.94,4.54,100g
팟타이,1892,145.59,64.86,117.81,845g
팟타이,1828,140.22,67.19,109.73,768g
팟타이,101,11.36,5.24,4.08,166g
팥,N/A,N/A,N/A,N/A,N/A
팥,190,39.00,4.00,3.00,1 serving
팥,108,25.00,1.00,1.00,1 piece
팥빙수,N/A,N/A,N/A,N/A,N/A
팥빙수,190,39.00,4.00,3.00,1 serving
팥빙수,108,25.00,1.00,1.00,1 piece
팥죽,108,15.20,5.20,3.16,200g
팥죽,30,5.94,3.04,0.18,100g
팥죽,50,12.18,1.00,0.30,100g
팽이버섯,420,4.00,66.00,14.00,1 serving
팽이버섯,27,5.33,0.82,0.33,100g
팽이버섯,1013,66.54,34.24,70.90,1007g
페퍼로니피자,276,31.46,12.33,11.23,100g
페퍼로니피자,210,29.00,10.00,6.00,1 slice
페퍼로니피자,160,20.00,6.00,4.50,1 slice
펜네파스타,158,30.86,5.80,0.93,101g
펜네파스타,818,153.32,28.59,8.74,748g
펜네파스타,N/A,N/A,N/A,N/A,N/A
포도,69,18.10,0.72,0.16,100g
포도,69,18.10,0.72,0.16,100g
포도,N/A,N/A,N/A,N/A,N/A
폭립,N/A,N/A,N/A,N/A,N/A
폭립,N/A,N/A,N/A,N/A,N/A
폭립,40,0.00,0.00,4.00,2 tbsp
표고버섯,56,14.39,1.56,0.22,100g
표고버섯,N/A,N/A,N/A,N/A,N/A
표고버섯,296,75.37,9.58,0.99,100g
푸딩,N/A,N/A,N/A,N/A,N/A
푸딩,621,110.58,18.07,11.51,570g
푸딩,60,11.00,2.00,1.50,1 snack
풋고추,20,4.64,0.86,0.17,100g
풋고추,N/A,N/A,N/A,N/A,N/A
풋고추,N/A,N/A,N/A,N/A,N/A
프레즐,N/A,N/A,N/A,N/A,N/A
프레즐,310,59.00,8.00,4.00,1 pretzel
프레즐,80,4.00,3.00,5.00,1 container
프렌치토스트,835,105.43,29.41,32.28,342g
프렌치토스트,264,26.70,7.66,13.90,100g
프렌치토스트,210,34.00,8.00,4.00,2 slices
피망,23,5.10,1.10,0.30,100g
피망,N/A,N/A,N/A,N/A,N/A
피망,80,3.00,2.00,6.00,2 tbsp
피스타치오,557,27.97,20.61,44.44,100g
피스타치오,569,27.00,21.35,45.97,100g
피스타치오,N/A,N/A,N/A,N/A,N/A
피자,276,30.33,12.33,11.74,100g
피자,301,31.45,12.09,13.80,100g
피자,256,27.42,10.16,11.68,100g
피칸,691,13.86,9.17,71.97,100g
피칸,N/A,N/A,N/A,N/A,N/A
피칸,691,13.86,9.17,71.97,100g
하와이안피자,250,36.00,11.00,7.00,1 slice
하와이안피자,300,36.00,10.00,11.00,1 serving
하와이안피자,190,27.00,10.00,4.50,1 slice
할라피뇨,30,5.91,1.35,0.62,100g
할라피뇨,5,1.00,0.00,0.00,20 slices
할라피뇨,10,2.00,0.00,0.00,2 tbsp
할라피뇨피클,230,8.83,11.52,16.23,100g
할라피뇨피클,389,22.40,0.90,34.00,100g
할라피뇨피클,117,31.81,0.37,0.26,100g
함박스테이크,253,0.00,27.63,14.97,101g
함박스테이크,1618,58.27,181.39,70.83,1571g
함박스테이크,1326,20.70,115.95,85.71,908g
핫도그,294,22.24,10.66,17.62,100g
핫도그,140,1.00,5.00,13.00,1 frank
핫도그,N/A,N/A,N/A,N/A,N/A
핫소스,0,0.00,0.00,0.00,1 tsp
핫소스,25,1.00,0.00,2.00,1 tbsp
핫소스,5,1.00,0.00,0.00,1 tbsp
핫윙,2878,2.07,244.10,204.12,941g
핫윙,290,0.00,26.86,19.46,101g
핫윙,80,6.00,4.00,4.50,1 serving
핫초코,160,34.00,1.00,2.50,1 envelope
핫초코,153,24.03,7.07,4.40,201g
핫초코,80,15.00,1.00,2.50,1 envelope
핫케이크,227,28.30,6.40,9.70,100g
핫케이크,225,39.29,5.33,5.17,100g
핫케이크,224,39.18,3.56,6.03,100g
해물덮밥,2840,153.35,235.97,144.22,1834g
해물덮밥,2488,167.31,208.13,113.77,1834g
해물덮밥,1198,87.14,87.73,58.53,981g
해물볶음,80,3.00,16.00,0.00,2 oz
해물볶음,798,49.58,72.05,34.68,814g
해물볶음,839,112.06,47.79,21.45,742g
해물찜,80,3.00,16.00,0.00,2 oz
해물찜,798,49.58,72.05,34.68,814g
해물찜,839,112.06,47.79,21.45,742g
해물탕,80,3.00,16.00,0.00,2 oz
해물탕,798,49.58,72.05,34.68,814g
해물탕,839,112.06,47.79,21.45,742g
해바라기씨,110,3.00,4.00,10.00,2 tbsp
해바라기씨,120,0.00,0.00,14.00,1 tbsp
해바라기씨,N/A,N/A,N/A,N/A,N/A
해삼,68,3.10,13.00,0.40,100g
해삼,230,26.00,0.00,0.00,1 serving
해삼,12,2.16,0.59,0.16,100g
해시브라운,210,22.43,2.70,12.80,100g
해시브라운,341,43.84,4.93,17.94,157g
해시브라운,140,18.00,2.00,8.00,1 serving
햄,163,3.83,16.60,8.60,100g
햄,246,0.06,18.49,18.52,100g
햄,162,2.28,18.26,8.39,100g
햄볶음밥,385,44.59,27.66,9.27,257g
햄볶음밥,1546,193.87,58.03,57.38,1023g
햄볶음밥,1708,214.11,60.96,65.71,1011g
햄샌드위치,241,22.84,14.17,10.60,100g
햄샌드위치,280,28.76,13.46,11.96,116g
햄샌드위치,259,27.96,8.29,12.38,85g
햄치즈샌드위치,241,22.84,14.17,10.60,100g
햄치즈샌드위치,420,36.00,25.00,20.00,1 sandwhich
햄치즈샌드위치,420,8.00,30.00,32.00,1 serving
호두,654,13.71,15.23,65.21,100g
호두,120,2.00,2.00,10.00,4 walnuts
호두,N/A,N/A,N/A,N/A,N/A
호두과자,654,13.71,15.23,65.21,100g
호두과자,N/A,N/A,N/A,N/A,N/A
호두과자,120,2.00,2.00,10.00,4 walnuts
호두파이,654,13.71,15.23,65.21,100g
호두파이,120,2.00,2.00,10.00,4 walnuts
호두파이,N/A,N/A,N/A,N/A,N/A
호밀빵,80,14.00,3.00,1.00,1 slice
호밀빵,259,48.30,8.50,3.30,100g
호밀빵,90,15.00,3.00,1.50,1 slice
호박씨,115,19.90,2.71,4.39,251g
호박씨,N/A,N/A,N/A,N/A,N/A
호박씨,26,6.50,1.00,0.10,100g
홍차,1,0.30,0.00,0.00,150g
홍차,1,0.30,0.00,0.00,100g
홍차,0,0.00,0.00,0.00,1 bag
화덕피자,302,3.83,25.96,20.03,100g
화덕피자,1536,40.92,95.04,111.17,515g
화덕피자,230,29.46,8.89,8.52,100g
화이트와인,83,2.60,0.07,0.00,100g
화이트와인,82,2.05,0.07,0.00,100g
화이트와인,114,4.00,0.00,0.00,1 glass
후라이드치킨,260,9.43,24.34,13.20,99g
후라이드치킨,271,9.60,20.53,16.11,97g
후라이드치킨,278,8.47,23.24,16.18,103g
후라이드치킨날개,290,0.00,26.86,19.46,101g
후라이드치킨날개,478,16.18,29.47,31.94,147g
후라이드치킨날개,478,16.18,29.47,31.94,147g
후라이드치킨다리,278,8.47,23.24,16.18,103g
후라이드치킨다리,120,6.00,24.00,4.00,1 leg
후라이드치킨다리,190,11.00,16.00,13.00,1 leg
후랑크소시지,310,2.14,13.26,27.15,100g
후랑크소시지,344,4.27,19.12,27.31,100g
후랑크소시지,339,0.00,19.43,28.36,100g
후추,26,6.03,0.99,0.30,100g
후추,255,64.81,10.95,3.26,100g
후추,26,6.03,0.99,0.30,100g
훈제연어,70,0.00,12.00,2.50,2 oz
훈제연어,117,0.00,18.28,4.32,100g
훈제연어,130,3.00,23.00,2.50,3 oz
훈제오리,337,0.00,18.99,28.35,100g
훈제오리,337,0.00,18.99,28.35,100g
훈제오리,201,0.00,23.48,11.20,100g
훈제오리샐러드,337,0.00,18.99,28.35,100g
훈제오리샐러드,337,0.00,18.99,28.35,100g
훈제오리샐러드,201,0.00,23.48,11.20,100g
훈제치킨,70,1.00,12.00,2.00,2 oz
훈제치킨,110,0.00,23.09,1.24,100g
훈제치킨,200,0.00,18.00,14.00,1 serving
흰죽,364,76.31,10.33,0.98,100g
흰죽,420,26.62,10.76,30.29,289g
흰죽,1700,215.18,69.14,60.14,459g
